,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Toyama Prefecture,Municipality_Namerikawa City,District_Akahama,District_Arikane,District_Buheitamachi,District_Futatsuyaburi,District_Hiraki,District_Hokkeji,District_Horie,District_Jikeimachi,District_Jokoji,District_Kamijima,District_Kamikoizumi,District_Kamiumezawa,District_Kasagi,District_Kashimacho,District_Kitano,District_Kobayashi,District_Komohara,District_Miyanokubo,District_Nakagawahara,District_Nakamura,District_Nakanoshima,District_Nakashin,District_Nakazuka,District_Nanakuchi,District_Oenoki,District_Ogake,District_Oiwake,District_Okidashin,District_Okubo,District_Osakino,District_Ryokemachi,District_Sewamachi,District_Shiba,District_Shimizucho,District_Shimojima,District_Shimono,District_Shimoumezawa,District_Shintomicho,District_Takatsuka,District_Takatsukimachi,District_Takayanagi,District_Tanakamachi,District_Tanakashimmachi,District_Tatsuno,District_Tokiwacho,District_Tsubokawa,District_Tsubokawashin,District_Uonomi,District_Yanagihara,District_Yasuda,District_Yoshiura,District_Yotsuya,Nearest_Station_Etchunakamura,Nearest_Station_Hamakazumi,Nearest_Station_Hayatsukikazumi,Nearest_Station_Higashinamerikawa,Nearest_Station_Nakakazumi,Nearest_Station_Nakanamerikawa,Nearest_Station_Namerikawa,Nearest_Station_Nishikazumi,Nearest_Station_Nishinamerikawa,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
