,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Yamaguchi Prefecture,Municipality_Shimonoseki City,District_Akadacho,District_Akamacho,District_Akinehigashimachi,District_Akinekamimachi,District_Akinekitamachi,District_Akineminamimachi,District_Akinenishimachi,District_Amidaijicho,District_Ayaragihommachi,District_Chofudoinouchicho,District_Chofufurueshojicho,District_Chofukamenoko,District_Chofumaeyahatacho,District_Chofumatsubaracho,District_Chofumatsuodahommachi,District_Chofuminaminocho,District_Chofumishimacho,District_Chofunakadoihommachi,District_Chofusaigawa,District_Chofusamuraimachi,District_Chofusotouracho,District_Dannouracho,District_Hananocho,District_Hatabucho,District_Hatabuhommachi,District_Hatabumiyanoshitacho,District_Hayamacho,District_Hiedacho,District_Hiedanishimachi,District_Higashiyamatomachi,District_Hikoshimaenouracho,District_Hommachi,District_Hosoecho,District_Ichinomiyacho,District_Ichinomiyahommachi,District_Ichinomiyasumiyoshi,District_Ikunocho,District_Ikurahigashimachi,District_Ikurashimmachi,District_Iriecho,District_Kamishinchicho,District_Kamitanakamachi,District_Kannonzakicho,District_Karatocho,District_Katachiyamamidorimachi,District_Kawanakahommachi,District_Kibunemachi,District_Koyocho,District_Kumanocho,District_Kumanonishimachi,District_Maeda,District_Maruyamacho,District_Mimosusogawacho,District_Miyadamachi,District_Nabecho,District_Nakanocho,District_Oaza Ikura,District_Oaza Ishihara,District_Oaza Katachiyama,District_Ojikanda,District_Ozukiekimae,District_Sakaemachi,District_Shimmukuno,District_Shinchicho,District_Takehisacho,District_Takehisanishiharadai,District_Takezakicho,District_Tanakamachi,District_Ushirodacho,District_Yamanotahigashimachi,District_Yamanotahommachi,District_Yamanotaminamimachi,District_Yamatomachi,Nearest_Station_Ayaragi,Nearest_Station_Chofu,Nearest_Station_Habu,Nearest_Station_Hatabu,Nearest_Station_None,Nearest_Station_Ozuki,Nearest_Station_Shimonoseki,Nearest_Station_Shinshimonoseki,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
