,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,"Municipality_Koge Town,Chikujo County",District_Oaza Akumo,District_Oaza Harai,District_Oaza Higashishimo,District_Oaza Kamitobaru,District_Oaza Nakamura,District_Oaza Naritsune,District_Oaza Ogata,District_Oaza Shidaka,District_Oaza Shimotobaru,District_Oaza Tarumi,District_Oaza Tsuchisai,District_Oaza Uno,District_Oaza Yoshioka,Nearest_Station_Nakatsu (Oita),Nearest_Station_Yoshitomi (Fukuoka),City Planning_Outside City Planning Area,City Planning_Quasi-city Planning Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_None,Region_Residential Area,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
