,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokyo,Municipality_Tama City,District_Atago,District_Higashiteragata,District_Hijirigaoka,District_Ichinomiya,District_Kaidori,District_Karakida,District_Kotsuta,District_Mahikizawa,District_Minamino,District_Mogusa,District_Nagayama,District_Nakazawa,District_Ochiai,District_Ochikawa,District_Renkoji,District_Sakuragaoka,District_Sekido,District_Suwa,District_Toyogaoka,District_Tsurumaki,District_Wada,Nearest_Station_Karakida,Nearest_Station_Keionagayama,Nearest_Station_Keiotama Center,Nearest_Station_Matsugaya,Nearest_Station_Mogusaen,Nearest_Station_Odakyunagayama,Nearest_Station_Odakyutama Center,Nearest_Station_Otsuka/Teikyodaigaku,Nearest_Station_Seisekisakuragaoka,Nearest_Station_Tama Center,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
