,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kanagawa Prefecture,"Municipality_Hodogaya Ward,Yokohama City",District_Araicho,District_Bukkocho,District_Bukkonishi,District_Fujitsukacho,District_Godocho,District_Gontazaka,District_Hatsunegaoka,District_Higashikawashimacho,District_Hodogayacho,District_Hosen,District_Hoshikawa,District_Imaicho,District_Iwaicho,District_Iwamacho,District_Iwasakicho,District_Kamadaicho,District_Kamayacho,District_Kamihoshikawa,District_Kamisugetacho,District_Karibacho,District_Kasumidai,District_Katabiracho,District_Kawabecho,District_Kawashimacho,District_Mineokacho,District_Minezawacho,District_Miyatacho,District_Nishikubocho,District_Nishiyamachi,District_Okazawacho,District_Sakaigihoncho,District_Sakamotocho,District_Sakuragaoka,District_Setogayacho,District_Shinsakuragaoka,District_Tennocho,District_Tokiwadai,District_Tsukimidai,District_Wada,Nearest_Station_Futamatagawa,Nearest_Station_Higashitotsuka,Nearest_Station_Hodogaya,Nearest_Station_Hoshikawa (Kanagawa),Nearest_Station_Idogaya,Nearest_Station_Kamihoshikawa,Nearest_Station_Mitsuzawakamicho,Nearest_Station_Nishiya,Nearest_Station_None,Nearest_Station_Seya,Nearest_Station_Tennocho,Nearest_Station_Tsurugamine,Nearest_Station_Wadamachi,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_3LK,Layout_4DK,Layout_4K,Layout_4LDK,Layout_4LDK+S,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
