,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Osaka Prefecture,"Municipality_Minami Ward,Sakai City",District_Akasakadai,District_Chayamadai,District_Fukasakaminami,District_Hachigamineji,District_Harayamadai,District_Harumidai,District_Hata,District_Hinoo,District_Inaba,District_Iwamuro,District_Izumitanaka,District_Kamamuro,District_Kamotanidai,District_Katakura,District_Kodai,District_Makizukadai,District_Miharadai,District_Miikedai,District_Mikitakami,District_Mikitoji,District_Miyayamadai,District_Momoyamadai,District_Niwashirodai,District_Nonoi,District_Obadera,District_Omori,District_Sakasegawa,District_Shinhinoodai,District_Shiroyamadai,District_Takakuradai,District_Takao,District_Takeshirodai,District_Toga,District_Tomikura,District_Tosayadai,District_Toyoda,District_Wada,District_Wadahigashi,District_Wakamatsudai,Nearest_Station_Fukai,Nearest_Station_Izumigaoka,Nearest_Station_Komyoike,Nearest_Station_Kongo,Nearest_Station_Toga/Mikita,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
