,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,Municipality_Yamato City,District_Chuo,District_Chuorinkan,District_Chuorinkannishi,District_Daikan,District_Fukami,District_Fukamidai,District_Fukamihigashi,District_Fukaminishi,District_Fukuda,District_Kamisoyagi,District_Kamiwada,District_Minamirinkan,District_Nishitsuruma,District_Rinkan,District_Sakuramori,District_Shibuya,District_Shimosoyagi,District_Shimotsuruma,District_Shimowada,District_Soyagi,District_Tsukimino,District_Tsuruma,District_Yamatohigashi,District_Yamatominami,District_Yanagibashi,Nearest_Station_Chogo,Nearest_Station_Chuorinkan,Nearest_Station_Kozashibuya,Nearest_Station_Minamimachida,Nearest_Station_Minamirinkan,Nearest_Station_Sagamiotsuka,Nearest_Station_Sakuragaoka,Nearest_Station_Seya,Nearest_Station_Tsukimino,Nearest_Station_Tsuruma,Nearest_Station_Yamato (Kanagawa),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
