,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kyoto Prefecture,Municipality_Ayabe City,District_Aonocho,District_Ariokacho,District_Ayanakacho,District_Besshocho,District_Boguchicho,District_Fuchigakicho,District_Higashiyamacho,District_Hommachi,District_Idencho,District_Inokuracho,District_Inokurashimmachi,District_Jinguujicho,District_Kambaracho,District_Kawaitocho,District_Kisaichicho,District_Konishicho,District_Kuricho,District_Mikatacho,District_Miyashirocho,District_Monobecho,District_Nakasujicho,District_Nishibaracho,District_Nishigatacho,District_Nishimachi,District_Nobucho,District_Obatacho,District_Okacho,District_Okayasucho,District_Oshimacho,District_Saiwaidori,District_Sakuragaoka,District_Satocho,District_Shigasatocho,District_Shimmachi,District_Shimobaracho,District_Shinjocho,District_Tachicho,District_Tadacho,District_Takanosucho,District_Takatsucho,District_Tanocho,District_Teramachi,District_Tsukimicho,District_Uenocho,District_Uesugicho,District_Uwanobucho,District_Wakamatsucho,District_Wakatakecho,Nearest_Station_Ayabe,Nearest_Station_Fuchigaki,Nearest_Station_Takatsu (Kyoto),Nearest_Station_Umezako,Nearest_Station_Yamaga,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
