,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hyogo Prefecture,Municipality_Sanda City,District_Aimoto,District_Aioicho,District_Akashiadai,District_Chuocho,District_Ekimaecho,District_Fujigaoka,District_Gakuen,District_Hasamagaoka,District_Kamo,District_Keyakidai,District_Kuwabara,District_Miwa,District_Mukogaoka,District_Nakamachi,District_Ohara,District_Sandacho,District_Shimotanaka,District_Suzukakedai,District_Tainakacho,District_Takasugi,District_Tenjin,District_Yayoigaoka,District_Yokoyamacho,District_Yurinokidai,Nearest_Station_Aimoto,Nearest_Station_Flower Town,Nearest_Station_Hirono (Hyogo),Nearest_Station_Minami Woody Town,Nearest_Station_None,Nearest_Station_Sanda (Hyogo),Nearest_Station_Sandahonmachi,Nearest_Station_Shinsanda,Nearest_Station_Woody Town Chuo,Nearest_Station_Yokoyama (Hyogo),Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_4LDK,Layout_4LDK+S,Layout_5LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
