,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Aichi Prefecture,"Municipality_Nishi Ward,Nagoya City",District_Akashirocho,District_Amazukacho,District_Ashiharacho,District_Biwajima,District_Emmeicho,District_Emukaecho,District_Futakatacho,District_Gosaibicho,District_Habashita,District_Hanaharacho,District_Hananoki,District_Hinokuchicho,District_Hira,District_Hiradecho,District_Hiranakacho,District_Hochicho,District_Horibatacho,District_Horikoshi,District_Ichibagicho,District_Inocho,District_Johokucho,District_Josai,District_Joshin,District_Joshinhontoori,District_Kaidacho,District_Kamibashicho,District_Kamihorikoshicho,District_Kaminagoya,District_Kamiotai,District_Kasatoricho,District_Kikui,District_Kimaecho,District_Kiyosatocho,District_Kodama,District_Komoharacho,District_Konomicho,District_Mandaicho,District_Maruno,District_Masugatacho,District_Matahocho,District_Meieki,District_Meisei,District_Minamihorikoshi,District_Minamikawacho,District_Miyoricho,District_Nagasakicho,District_Nagono,District_Nakanumacho,District_Nakaotai,District_Nazukacho,District_Nishiharacho,District_Nominamicho,District_Noritakeshimmachi,District_Okanecho,District_Onogi,District_Oshikiri,District_Sakaidocho,District_Sako,District_Sasazukacho,District_Sengen,District_Shimmichi,District_Shimpukujicho,District_Shiromachi,District_Shironishicho,District_Shonaitoori,District_Sunaharacho,District_Tamaikecho,District_Tenjin-yamacho,District_Toohocho,District_Torimicho,District_Ukinocho,District_Utasatocho,District_Yamaki,District_Yasujicho,Nearest_Station_Higashibiwajima,Nearest_Station_Joshin,Nearest_Station_Kamejima,Nearest_Station_Kamiotai,Nearest_Station_Kokusai Center (Aichi),Nearest_Station_Kurokawa (Aichi),Nearest_Station_Marunouchi (Aichi),Nearest_Station_Meijokoen,Nearest_Station_Meitetsunagoya,Nearest_Station_Nagoya,Nearest_Station_Nakamuranisseki,Nearest_Station_Nakaotai,Nearest_Station_Sako,Nearest_Station_Sengencho,Nearest_Station_Shimootai,Nearest_Station_Shonaidori,Nearest_Station_Shonairyokuchikoen,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
