,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,"Municipality_Kohoku Ward,Yokohama City",District_Fujizuka,District_Hiyoshi,District_Hiyoshihoncho,District_Kikuna,District_Kishinecho,District_Kozukuecho,District_Mamedocho,District_Minowacho,District_Morookacho,District_Nakatehara,District_Nippacho,District_Nishikigaoka,District_Okurayama,District_Osone,District_Osonedai,District_Shimodacho,District_Shin-yoshidacho,District_Shin-yoshidahigashi,District_Shinoharacho,District_Shinoharadaimachi,District_Shinoharahigashi,District_Shinoharakita,District_Shinoharanishimachi,District_Takatacho,District_Takatahigashi,District_Takatanishi,District_Tarumachi,District_Toriyamacho,District_Tsunashimadai,District_Tsunashimahigashi,District_Tsunashimakamicho,District_Tsunashimanishi,Nearest_Station_Hakuraku,Nearest_Station_Higashiyamata,Nearest_Station_Hiyoshi (Kanagawa),Nearest_Station_Hiyoshihoncho,Nearest_Station_Katakuracho,Nearest_Station_Kikuna,Nearest_Station_Kishinekoen,Nearest_Station_Kitashin-yokohama,Nearest_Station_Kitayamata (Kanagawa),Nearest_Station_Kozukue,Nearest_Station_Myorenji,Nearest_Station_Nakamachidai,Nearest_Station_Nippa,Nearest_Station_None,Nearest_Station_Okurayama (Kanagawa),Nearest_Station_Shin-yokohama,Nearest_Station_Takata (Kanagawa),Nearest_Station_Tsunashima,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings in which auction or arbiter participates","Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
