,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Shiga Prefecture,Municipality_Hikone City,District_Asahimachi,District_Bamba,District_Daitocho,District_Furusawacho,District_Koizumicho,District_Kyomachi,District_Nishiimacho,District_Noradacho,District_Okamachi,District_Serikawacho,District_Shiromachi,District_Takamiyacho,District_Tomachi,District_Wadacho,District_Yasukiyohigashimachi,Nearest_Station_Hikone,Nearest_Station_Hikoneguchi,Nearest_Station_Hikoneserikawa,Nearest_Station_Inae,Nearest_Station_Minamihikone,Layout_2DK,Layout_2LDK,Layout_3DK,Layout_3LDK,Layout_4LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
