,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,Municipality_Chikugo City,District_Oaza Hainuzuka,District_Oaza Hisadomi,District_Oaza Ichijo,District_Oaza Izumi,District_Oaza Kamikitajima,District_Oaza Kue,District_Oaza Kumano,District_Oaza Kurakazu,District_Oaza Maezu,District_Oaza Mamada,District_Oaza Mizokuchi,District_Oaza Mizuta,District_Oaza Nagahama,District_Oaza Nishimuta,District_Oaza Nomachi,District_Oaza Oriji,District_Oaza Oshima,District_Oaza Shimada,District_Oaza Shimmizo,District_Oaza Shimokitajima,District_Oaza Shimotsuma,District_Oaza Shimura,District_Oaza Shojima,District_Oaza Takae,District_Oaza Tokuhisa,District_Oaza Tomihisa,District_Oaza Tomishige,District_Oaza Tsunemochi,District_Oaza Tsuruda,District_Oaza Tsushima,District_Oaza Wakana,District_Oaza Yamanoi,Nearest_Station_Chikugofunagoya,Nearest_Station_Hainuzuka,Nearest_Station_Inuzuka,Nearest_Station_Nishimuta,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
