,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hokkaido,Municipality_Tomakomai City,District_Akenoshimmachi,District_Aobacho,District_Hanazonocho,District_Hinodecho,District_Hokkocho,District_Kibacho,District_Kotobukicho,District_Midorimachi,District_Motonakanocho,District_Nishikimachi,District_Nisshincho,District_Ojimachi,District_Omotemachi,District_Sankocho,District_Shinnakanocho,District_Shirakabacho,District_Shiroganecho,District_Suehirocho,District_Taiseicho,District_Wakakusacho,District_Yanagicho,Nearest_Station_Aoba,Nearest_Station_Itoi,Nearest_Station_Tomakomai,Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_3DK,Layout_3LDK,Layout_4LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
