,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Chiba Prefecture,"Municipality_Midori Ward,Chiba City",District_Asumigaoka,District_Asumigaokahigashi,District_Daizennocho,District_Furuichibacho,District_Hetacho,District_Hirakawacho,District_Hirayamacho,District_Hondacho,District_Kamatoricho,District_Karitagocho,District_Morocho,District_Nakanishicho,District_Ochicho,District_Ojicho,District_Okidocho,District_Otakacho,District_Oyumino,District_Oyuminoariyoshi,District_Oyuminochuo,District_Oyuminominami,District_Shiinazakicho,District_Takadacho,District_Takatsudocho,District_Tokecho,District_Yasashidocho,Nearest_Station_Chiharadai,Nearest_Station_Gakuenmae (Chiba),Nearest_Station_Hamano,Nearest_Station_Honda,Nearest_Station_Kamatori,Nearest_Station_Nishichiba,Nearest_Station_None,Nearest_Station_Oyumino,Nearest_Station_Soga,Nearest_Station_Toke,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
