,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hyogo Prefecture,"Municipality_Nishi Ward,Kobe City",District_Akebonocho,District_Akibadai,District_Amagaoka,District_Edayoshi,District_Fujimigaoka,District_Fukuyoshidai,District_Futatsuya,District_Gakuenhigashimachi,District_Gakuennishimachi,District_Hasetanicho,District_Hiranocho,District_Ibukidaihigashimachi,District_Ibukidaikitamachi,District_Ibukidainishimachi,District_Ikawadanicho,District_Ikegami,District_Imadera,District_Iwaokacho,District_Kamishinchi,District_Kandecho,District_Karibadai,District_Kashinodai,District_Kasugadai,District_Kitabefu,District_Kitayamadai,District_Kojidai,District_Koyama,District_Maruzuka,District_Mihogaoka,District_Mikatadai,District_Minamibefu,District_Mitani,District_Miyashita,District_Mochiko,District_Moritomo,District_Nagahatacho,District_Nakano,District_Osawa,District_Oshibedanicho,District_Otsukadai,District_Otsuwa,District_Ryugaoka,District_Sakuragaokahigashimachi,District_Sakuragaokanakamachi,District_Sakuragaokanishimachi,District_Shiramizu,District_Takaodai,District_Takenodai,District_Tamatsucho,District_Tennozan,District_Tsukigaoka,District_Waidori,District_Zenkaiminamimachi,Nearest_Station_Akashi,Nearest_Station_Asagiri,Nearest_Station_Gakuentoshi,Nearest_Station_Hitomarumae,Nearest_Station_Ikawadani,Nearest_Station_Itayado,Nearest_Station_Kizu (Hyogo),Nearest_Station_Kobata (Hyogo),Nearest_Station_Midorigaoka (hyogo),Nearest_Station_Nishiakashi,Nearest_Station_Nishishinmachi,Nearest_Station_Okubo (Hyogo),Nearest_Station_Okuradani,Nearest_Station_Oshibedani,Nearest_Station_Sakae (Hyogo),Nearest_Station_San-yoakashi,Nearest_Station_Seishinchuo,Nearest_Station_Seishinminami,Nearest_Station_Shijimi,Nearest_Station_Sogoundokoen,Nearest_Station_Tsuchiyama,Nearest_Station_Uozumi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,"Transactional factors_Dealings including private road,Dealings including special circumstances",Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
