,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,"Municipality_Izumi Ward,Yokohama City",District_Ikenoya,District_Izumicho,District_Izumichuokita,District_Izumichuominami,District_Izumigaoka,District_Kamiiidacho,District_Katsurazaka,District_Nakatacho,District_Nakatahigashi,District_Nakatakita,District_Nakataminami,District_Nakatanishi,District_Nishigaoka,District_Okatsucho,District_Ryoke,District_Ryokuen,District_Shimbashicho,District_Shimoiidacho,District_Shimoizumi,District_Shirayuri,District_Yayoidai,Nearest_Station_Izumichuo,Nearest_Station_Izumino,Nearest_Station_Minamimakigahara,Nearest_Station_Nakada (Kanagawa),Nearest_Station_Odoriba,Nearest_Station_Ryokuentoshi,Nearest_Station_Sakuragaoka,Nearest_Station_Seya,Nearest_Station_Shimoiida,Nearest_Station_Tateba,Nearest_Station_Totsuka,Nearest_Station_Yayoidai,Nearest_Station_Yumegaoka,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
