,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Shiga Prefecture,Municipality_Yasu City,District_Ayame,District_Hie,District_Hiruta,District_Ichimiyake,District_Inokuchi,District_Kamiya,District_Kitahie,District_Kominami,District_Koshinohara,District_Kunobe,District_Mikami,District_Minamizakura,District_Mushu,District_Myokoji,District_Nagahara,District_Nakakita,District_Nishigawara,District_Noda,District_Ochikubo,District_Ohata,District_Omifuji,District_Oshinohara,District_Rokujo,District_Sakae,District_Takagi,District_Takegaoka,District_Takejo,District_Tobako,District_Tobaotsu,District_Tsutsumi,District_Yabu,District_Yasu,District_Yoshiji,District_Yoshikawa,District_Yukihata,Nearest_Station_Shinohara (Shiga),Nearest_Station_Yasu,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including valueless house,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
