,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Aichi Prefecture,Municipality_Kiyosu City,District_Awara,District_Biwajimaekimaehigashi,District_Dokino,District_Higashisukaguchi,District_Kiyosu,District_Nishibiwajimachoasahi,District_Nishibiwajimachoebisu,District_Nishibiwajimachojiryo,District_Nishibiwajimachojonami,District_Nishibiwajimachokaechi,District_Nishibiwajimachokamishin,District_Nishibiwajimachokojo,District_Nishibiwajimachosuiri,District_Nishibiwajimachoton-ya,District_Nishibiwajimachoyoshino,District_Nishibiwajimachoyowa,District_Nishihorie,District_Nishiichiba,District_Nishisukaguchi,District_Shimogahara,District_Shinkiyosu,District_Sukaguchi,District_Sukeshichi,District_Toei,Nearest_Station_Biwajima,Nearest_Station_Futatsuiri,Nearest_Station_Kiyosu,Nearest_Station_Marunouchi,Nearest_Station_Nakaotai,Nearest_Station_Nishibiwajima,Nearest_Station_Shimootai,Nearest_Station_Shinkawabashi,Nearest_Station_Shinkiyosu,Nearest_Station_Sukaguchi,Layout_1DK,Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_4DK,Layout_4LDK,Layout_4LDK+S,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
