,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saga Prefecture,Municipality_Ogi City,District_Ashikarichoashimizo,District_Ashikarichodome,District_Ashikarichonagata,District_Ashikarichoshimokoga,District_Mikatsukichochokanda,District_Mikatsukichohiguchi,District_Mikatsukichohorie,District_Mikatsukichokanada,District_Mikatsukichokoyanagihara,District_Mikatsukichokume,District_Mikatsukichomichibe,District_Mikatsukichomikashima,District_Ogimachi,District_Ogimachiharuke,District_Ogimachihatakeda,District_Ogimachiikenoue,District_Ogimachiiwakura,District_Ogimachimatsuo,District_Ushizuchokakihise,District_Ushizuchokamitogawa,District_Ushizuchokatsu,District_Ushizuchootoyanagi,District_Ushizuchoshimotogawa,District_Ushizuchoushizu,Nearest_Station_Kubota (Saga),Nearest_Station_None,Nearest_Station_Ogi,Nearest_Station_Ushizu,City Planning_Non-divided City Planning Area,City Planning_Quasi-city Planning Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
