,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,"Municipality_Tobata Ward,Kitakyushu City",District_Asahimachi,District_Aso,District_Fukuryugi,District_Ginza,District_Hatsunecho,District_Higashiotani,District_Higashisayagatanimachi,District_Ichieda,District_Kannonjicho,District_Kitatorihatamachi,District_Koshiba,District_Makiyama,District_Makiyamashimmachi,District_Marumachi,District_Meijimachi,District_Minamitorihatamachi,District_Motomiyamachi,District_Nakabaruhigashi,District_Nakabarunishi,District_Nakahommachi,District_Nishiotani,District_Nishisayagatanimachi,District_Okidai,District_Saiwaimachi,District_Sakaigawa,District_Sanrokumachi,District_Sawami,District_Sembo,District_Shiinokicho,District_Shin-ike,District_Shozumachi,District_Sugawara,District_Takamine,District_Tenjin,District_Tenraiji,District_Tsuchitorimachi,District_Yomiya,Nearest_Station_Edamitsu,Nearest_Station_Kyushukodaimae,Nearest_Station_Tobata,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
