,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Aichi Prefecture,"Municipality_Higashi Ward,Nagoya City",District_Aoi,District_Chikaramachi,District_Daikancho,District_Daiko,District_Daikominami,District_Dekimachi,District_Higashiozonecho,District_Higashisakura,District_Iidamachi,District_Izumi,District_Kodeki,District_Kuromoncho,District_Kurumamichicho,District_Maenamicho,District_Meirincho,District_Omatsucho,District_Shindeki,District_Shirakabe,District_Shumokucho,District_Sunadabashi,District_Tokugawa,District_Tokugawacho,District_Toyomaecho,District_Tsutsui,District_Yada,District_Yadahigashi,District_Yadaminami,District_Yamaguchicho,District_Yoshino,Nearest_Station_Amagasaka,Nearest_Station_Chayagasaka,Nearest_Station_Chikusa,Nearest_Station_Higashiote,Nearest_Station_Hisayaodori,Nearest_Station_Kurumamichi,Nearest_Station_Morishita (Aichi),Nearest_Station_Nagoya Dome Maeyada,Nearest_Station_Ozone,Nearest_Station_Sakae (Nagoya),Nearest_Station_Shimizu (Aichi),Nearest_Station_Shinsakaemachi (Aichi),Nearest_Station_Shiyakusho,Nearest_Station_Sunadabashi,Nearest_Station_Takaoka,Nearest_Station_Yada (Aichi),Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4K,Layout_4LDK,Layout_5DK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings of real estate to which mortgage etc. are set,Dealings in which auction or arbiter participates",Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
