,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Mie Prefecture,Municipality_Yokkaichi City,District_Akuragawacho,District_Amagasuka,District_Asahimachi,District_Bankocho,District_Chubu,District_Fujicho,District_Hazucho,District_Hinaga,District_Hinaganishi,District_Horiki,District_Igura,District_Ishizukacho,District_Jushichikencho,District_Kawaramachi,District_Kitahamadacho,District_Kubota,District_Kunoshirocho,District_Maedacho,District_Matsubaracho,District_Minamihamadacho,District_Mitsuyacho,District_Mitsuyahigashimachi,District_Mochibukucho,District_Motomachi,District_Motoshimmachi,District_Nakagawara,District_Nishimatsumotocho,District_Nishiura,District_Noda,District_Oaza Tomarimura,District_Okinoshimacho,District_Saiwaicho,District_Sakaemachi,District_San-eicho,District_Shibata,District_Shimonomiyacho,District_Shinsho,District_Shirohigashimachi,District_Shirokitacho,District_Shiroyamacho,District_Sumiyoshicho,District_Suwacho,District_Suwasakaemachi,District_Tairamachi,District_Takigawacho,District_Toeicho,District_Tokiwa,District_Tomida,District_Unemecho,District_Unomori,District_Yasujima,Nearest_Station_Akahori,Nearest_Station_Akuragawa,Nearest_Station_Hinaga,Nearest_Station_Isematsumoto,Nearest_Station_Kasumigaura,Nearest_Station_Kawagoetomisuhara,Nearest_Station_Kawaramachi,Nearest_Station_Kintetsutomida,Nearest_Station_Kintetsuyokkaichi,Nearest_Station_Minamihinaga,Nearest_Station_Minamiyokkaichi,Nearest_Station_Nakagawara,Nearest_Station_Oiwake (Mie),Nearest_Station_Shinsho,Nearest_Station_Tomari (Mie),Nearest_Station_Tomida (Mie),Nearest_Station_Utsube,Nearest_Station_Yokkaichi,Layout_1DK,Layout_1K,Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
