,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,"Municipality_Midori Ward,Saitama City",District_Bamba,District_Daitakubo,District_Harayama,District_Higashidaimon,District_Higashiurawa,District_Matsuki,District_Misono,District_Miyamoto,District_Oaza Daimon,District_Oaza Daiyama,District_Oaza Gembashinden,District_Oaza Kaminoda,District_Oaza Mamiya,District_Oaza Mimuro,District_Oaza Minuma,District_Oaza Nakanoda,District_Oaza Nakao,District_Oaza Namburyotsuji,District_Oaza Omagi,District_Oaza Omaki,District_Oaza Osaki,District_Oaza Oyaguchi,District_Oaza Shimonoda,District_Oaza Shimoyamaguchishinden,District_Omagi,District_Saido,District_Shibahara,District_Yamazaki,Nearest_Station_Higashikawaguchi,Nearest_Station_Higashiurawa,Nearest_Station_Kitaurawa,Nearest_Station_Minamiurawa,Nearest_Station_Nishiurawa,Nearest_Station_Urawa,Nearest_Station_Urawamisono,Nearest_Station_Yono,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
