,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Okayama Prefecture,"Municipality_Minami Ward,Okayama City",District_Akebonocho,District_Aoe,District_Atsu,District_Chidoricho,District_Chikkohikarimachi,District_Chikkomidorimachi,District_Chikkomotomachi,District_Chikkosakaemachi,District_Chikkoshimmachi,District_Fujita,District_Fukuda,District_Fukuhamacho,District_Fukunari,District_Fukushima,District_Fukutomihigashi,District_Fukutominaka,District_Fukutominishi,District_Fukuyoshicho,District_Hamano,District_Hazakawa,District_Higashiune,District_Hikosaki,District_Hirafuku,District_Hosen,District_Izumida,District_Kaigandoori,District_Kataoka,District_Kawahari,District_Kitananaku,District_Kitaura,District_Kogushi,District_Koori,District_Koshinden,District_Mambai,District_Matsuhamacho,District_Mihamacho,District_Mishima,District_Miyaura,District_Nakaune,District_Namikicho,District_Nanki,District_Nishiichi,District_Nishikoyodai,District_Nishinanaku,District_Nishitakasaki,District_Ofuku,District_Senoo,District_Senoozaki,District_Shimbo,District_Shimonakano,District_Shimpuku,District_Sone,District_Sozu,District_Suzaki,District_Tachikawacho,District_Tomihamacho,District_Toshinden,District_Toyohamacho,District_Toyonari,District_Uchio,District_Uematsu,District_Urayasuhommachi,District_Urayasuminamimachi,District_Urayasunishimachi,District_Wakabacho,District_Yamada,District_Yonegura,Nearest_Station_Bitchumishima,Nearest_Station_Bizenkatakami,Nearest_Station_Bizenkataoka,Nearest_Station_Bizennishiichi,Nearest_Station_Chayamachi,Nearest_Station_Hachihama,Nearest_Station_Hayashima,Nearest_Station_Hazakawa,Nearest_Station_Hikosaki,Nearest_Station_Nishigawara,Nearest_Station_Niwase,Nearest_Station_None,Nearest_Station_Okayama,Nearest_Station_Omoto,Nearest_Station_Seno,Nearest_Station_Tsuneyama,Nearest_Station_Uematsu,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
