,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kumamoto Prefecture,"Municipality_Nishi Ward,Kumamoto City",District_Demachi,District_Hanazono,District_Hiedamachi,District_Ikeda,District_Kamikumamoto,District_Kasuga,District_Nihongi,District_Rendaiji,District_Shimasaki,District_Tasaki,District_Tasakihommachi,District_Yokote,Nearest_Station_Ikeda (Kumamoto),Nearest_Station_Kamikumamoto,Nearest_Station_Kankanzaka,Nearest_Station_Kumamoto,Nearest_Station_None,Nearest_Station_Sojodaigakumae,Layout_1K,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_4DK,Layout_4LDK,Layout_5DK,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
