,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kyoto Prefecture,"Municipality_Shimogyo Ward,Kyoto City",District_Annei Gakku,District_Baikei Gakku,District_Bomoncho,District_Chudojibojocho,District_Chudojikitamachi,District_Chudojikushigecho,District_Chudojimaedacho,District_Chudojimibukawacho,District_Chudojiminamimachi,District_Chudojishonouchicho,District_Hoen Gakku,District_Ikubun Gakku,District_Jumpuu Gakku,District_Kaichi Gakku,District_Kaizan Gakku,District_Kakuchi Gakku,District_Kikuhama Gakku,District_Nagamatsu Gakku,District_Nishishichijohigashihattandacho,District_Nishishichijohigashikubocho,District_Nishishichijohigashiommaedacho,District_Nishishichijohiwadacho,District_Nishishichijokakegoshicho,District_Nishishichijokitakinutacho,District_Nishishichijominamihigashinocho,District_Nishishichijominamikinutacho,District_Nishishichijonishihattandacho,District_Nishishichijonishikubocho,District_Nishishichijoyawatacho,District_Ouchi Gakku,District_Seisen Gakku,District_Seitoku Gakku,District_Shichijogoshonouchihommachi,District_Shichijogoshonouchikitamachi,District_Shichijogoshonouchiminamimachi,District_Shichijogoshonouchinakamachi,District_Shichijogoshonouchinishimachi,District_Shokuryu Gakku,District_Shotoku Gakku,District_Shutoku Gakku,District_Suujin Gakku,District_Umekojihigashimachi,District_Umekojihommachi,District_Umekojitakahatacho,District_Wakamatsu Gakku,District_Yuurin Gakku,Nearest_Station_Gionshijou,Nearest_Station_Gojo (Kyotoshiei),Nearest_Station_Karasuma,Nearest_Station_Kawaramachi (Kyoto),Nearest_Station_Kiyomizugojou,Nearest_Station_Kyoto,Nearest_Station_Nishikyogoku,Nearest_Station_Nishioji,Nearest_Station_Omiya (Kyoto),Nearest_Station_Saiin (Hankyu),Nearest_Station_Shichijo,Nearest_Station_Shijo (Kyotoshiei),Nearest_Station_Shijoomiya,Nearest_Station_Tanbaguchi,Nearest_Station_Tofukuji,Nearest_Station_Umekoji-Kyotonishi,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,Layout_5LDK+S,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
