,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hokkaido,"Municipality_Tobetsu Town,Ishikari County",District_Aza Higashiura,District_Aza Kanazawa,District_Aza Kawashimodoori,District_Aza Moheizawa,District_Bitoe,District_Futomi-star-light,District_Futomimachi,District_Futomiminami,District_Higashimachi,District_Hokueicho,District_Kasugacho,District_Midorimachi,District_Misato,District_Motomachi,District_Nishikimachi,District_Nishimachi,District_Rokkencho,District_Sakaemachi,District_Shimokawacho,District_Shishinai,District_Sonoo,District_Suehiro,District_Sweden-hills,District_Tobetsubuto,District_Tsuishikari,District_Wakaba,District_Warabitai,District_Yayoi,Nearest_Station_Ainosatokoen,Nearest_Station_Ishikarifutomi,Nearest_Station_Ishikarikanazawa,Nearest_Station_Ishikaritobetsu,Nearest_Station_None,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
