,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Ishikawa Prefecture,Municipality_Nomi City,District_Akitsunemachi,District_Aomachi,District_Deguchimachi,District_Dorimmachi,District_Fukuokamachi,District_Fukushimamachi,District_Hamakaihatsumachi,District_Hamamachi,District_Higamamachi,District_Higashitodamachi,District_Ishikomachi,District_Izumidaimachi,District_Kamikaihatsumachi,District_Kamishimizumachi,District_Kitaichimachi,District_Kosugimachi,District_Matsugaoka,District_Matsujimachi,District_Midorigaoka,District_Miyatakemachi,District_Nakamachi,District_Nakanoshomachi,District_Nishifutakuchimachi,District_Nishitodamachi,District_Ohamamachi,District_Onaganomachi,District_Sandoyamamachi,District_Sanomachi,District_Shimonogomachi,District_Taiseimachi,District_Takasakamachi,District_Tatsunokuchimachi,District_Terabatakemachi,District_Teraimachi,District_Tokuhisamachi,District_Tokusammachi,District_Ushijimamachi,District_Wakodai,District_Yamaguchimachi,District_Yoshiharagamayamachi,District_Yoshimitsumachi,District_Yunotanimachi,Nearest_Station_Komatsu,Nearest_Station_Meiho,Nearest_Station_Nominegami,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
