,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tokyo,Municipality_Arakawa Ward,District_Arakawa,District_Higashinippori,District_Higashiogu,District_Machiya,District_Minamisenju,District_Nishinippori,District_Nishiogu,Nearest_Station_Akadoshogakkomae,Nearest_Station_Arakawa 2-chome,Nearest_Station_Arakawaitchumae,Nearest_Station_Arakawakuyakushomae,Nearest_Station_Arakawashakomae,Nearest_Station_Arakawayuenchimae,Nearest_Station_Higashiogu 3-chome,Nearest_Station_Kaminakazato,Nearest_Station_Keiseisekiya,Nearest_Station_Kumanomae,Nearest_Station_Machiya,Nearest_Station_Machiya 2-chome,Nearest_Station_Mikawashima,Nearest_Station_Minamisenju,Nearest_Station_Minowa,Nearest_Station_Minowabashi,Nearest_Station_Nippori,Nearest_Station_Nishinippori,Nearest_Station_Odai,Nearest_Station_Oku,Nearest_Station_Senjuohashi,Nearest_Station_Shinmikawashima,Nearest_Station_Tabata,Nearest_Station_Uguisudani,Layout_1DK,Layout_1DK+S,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2K+S,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3K+S,Layout_3LDK,Layout_3LDK+S,Layout_3LK,Layout_4DK,Layout_4DK+S,Layout_4LDK,Layout_4LDK+S,Layout_5DK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
