,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Shizuoka Prefecture,Municipality_Fukuroi City,District_Aino,District_Ainohigashi,District_Ainominami,District_Aoicho,District_Aokicho,District_Araya,District_Asaba,District_Asabaisshiki,District_Asahicho,District_Asana,District_Asaoka,District_Eirakucho,District_Fukami,District_Fukuroi,District_Haruoka,District_Hazukoshi,District_Higashidori,District_Hirooka,District_Hojo,District_Horikoshi,District_Izumicho,District_Kaminaga,District_Kamiyamanashi,District_Kasuinomori,District_Kawai,District_Kayama,District_Kiwara,District_Kunimoto,District_Kuno,District_Matsubara,District_Midori,District_Minato,District_Moroi,District_Muramatsu,District_Mutsumicho,District_Nagamizo,District_Naka,District_Nakashinden,District_Niibori,District_Niike,District_Nishida,District_Nishidori,District_Nobehisa,District_Ogawacho,District_Okazaki,District_Okiyamanashi,District_Ono,District_Ota,District_Oya,District_Oyama,District_Sakaemachi,District_Shimizucho,District_Shimoyamanashi,District_Sunamotocho,District_Takao,District_Takaocho,District_Tamachi,District_Tenjincho,District_Tomisato,District_Tomonaga,District_Toyosawa,District_Tsuchihashi,District_Tsukimicho,District_Ugari,District_Umeyama,District_Washizu,District_Yamanacho,District_Yamashina,District_Yamazaki,Nearest_Station_Aino (Shizuoka),Nearest_Station_Fukuroi,Nearest_Station_Iwata,Nearest_Station_Totoumiichinomiya,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
