,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hiroshima Prefecture,"Municipality_Kaita Town,Aki County",District_Akebonomachi,District_Hamakado,District_Higashi,District_Higashishowamachi,District_Hinodemachi,District_Horikawamachi,District_Inaba,District_Inarimachi,District_Ishihara,District_Kamiichi,District_Kanihara,District_Kubomachi,District_Kuninobu,District_Minamihommachi,District_Minamihorikawamachi,District_Minamisaiwaimachi,District_Minamishowamachi,District_Minamitaishomachi,District_Minamitsukumomachi,District_Misako,District_Nakamise,District_Narimoto,District_Nishihama,District_Odatemachi,District_Saiwaimachi,District_Shimmachi,District_Showamachi,District_Showanakamachi,District_Soda,District_Sunabashiri,District_Taishomachi,District_Terasako,District_Tsukimimachi,District_Tsukumomachi,District_Une,Nearest_Station_Akinakano,Nearest_Station_Hiroshima,Nearest_Station_Kaitaichi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including valueless house,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
