,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hiroshima Prefecture,"Municipality_Saeki Ward,Hiroshima City",District_Asahien,District_Fujinoki,District_Ishiuchihigashi,District_Ishiuchikita,District_Ishiuchiminami,District_Itsukaichi,District_Itsukaichicho,District_Itsukaichichuo,District_Itsukaichiekimae,District_Joyama,District_Kairoen,District_Kairoyamacho,District_Kairoyamaminami,District_Kannondai,District_Kochiminami,District_Kurashige,District_Minaga,District_Minori,District_Misuji,District_Misuzugaokahigashi,District_Misuzugaokamidori,District_Misuzugaokaminami,District_Misuzugaokanishi,District_Miyake,District_Rakurakuen,District_Satsukigaoka,District_Sendo,District_Shinguuen,District_Suginamidai,District_Suminohama,District_Toshimatsu,District_Tosuien,District_Tsuboi,District_Yahata,District_Yahatagaoka,District_Yahatahigashi,District_Yakushigaoka,District_Yashiro,District_Yashirocho,District_Yoshimien,District_Yukicho Oaza Fushidani,District_Yukicho Oaza Shirasago,District_Yukicho Oaza Tada,District_Yukicho Oaza Wada,Nearest_Station_Hatsukaichi,Nearest_Station_Hiroshima,Nearest_Station_Itsukaichi,Nearest_Station_Koikikoenmae,Nearest_Station_Nishihiroshima,Nearest_Station_Ozuka (Hiroshima),Nearest_Station_Rakurakuen,Nearest_Station_Saekikuyakushomae,Nearest_Station_Shin-inokuchi,Nearest_Station_Yokogawa (Hiroshima),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
