,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Miyagi Prefecture,Municipality_Natori City,District_Ainomori,District_Hakozuka,District_Hongo,District_Horiuchi,District_Iinozaka,District_Kamiyoden,District_Kozukahara,District_Masuda,District_Medeshimaazukishima,District_Medeshimadai,District_Medeshimakasashima,District_Medeshimakitame,District_Medeshimanosato,District_Midoridai,District_Mitazono,District_Mitazonokita,District_Morisekinoshita,District_Nachigaoka,District_Natorigaoka,District_Omagari,District_Otemachi,District_Oyama,District_Shimomasuda,District_Shimoyoden,District_Sogodai,District_Sogodaihigashi,District_Sugigafukuro,District_Takadatekawakami,District_Takadatekumanodo,District_Takadateyoshida,District_Takayanagi,District_Tako,District_Tekurada,District_Uematsu,District_Ushino,District_Yuriage,District_Yurigaoka,Nearest_Station_Higashishiroishi,Nearest_Station_Iwanuma,Nearest_Station_Minamisendai,Nearest_Station_Mitazono,Nearest_Station_Morisekinoshita,Nearest_Station_Nagamachiminami,Nearest_Station_Natori,Nearest_Station_None,Nearest_Station_Sendaikuko,Nearest_Station_Tatekoshi,Nearest_Station_Tomizawa,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
