,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kumamoto Prefecture,Municipality_Arao City,District_Arao,District_Hachimandai,District_Haramanda,District_Higashiyakata,District_Hinodemachi,District_Hirayama,District_Hon-ide,District_Ichibu,District_Kaba,District_Kamihirayama,District_Kamiide,District_Kanayama,District_Kawanobori,District_Komoya,District_Kunai,District_Kunaideme,District_Kuramitsu,District_Manda,District_Masunaga,District_Midorigaoka,District_Mizuno,District_Nishibarumachi,District_Nobara,District_Ohiramachi,District_Oshima,District_Oshimamachi,District_Sakurayamamachi,District_Shimoide,District_Showamachi,District_Sumiyoshimachi,District_Takahama,District_Ushinomizu,District_Yotsuyamamachi,Nearest_Station_Arao (Kumamoto),Nearest_Station_Minamiarao,Nearest_Station_Nagasu,Nearest_Station_None,Nearest_Station_Onoshimo,Nearest_Station_Tamana,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
