,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Niigata Prefecture,Municipality_Uonuma City,District_Akatsuchi,District_Anazawa,District_Aoshima,District_Chuka,District_Chukashinden,District_Hara,District_Himizo,District_Hiranomata,District_Hiwatashishinden,District_Horinouchi,District_Imaizumi,District_Inokuchishinden,District_Kiyomoto,District_Koidejima,District_Koshinden,District_Mifuchisawa,District_Miyazawashinden,District_Mugurasawa,District_Mushino,District_Nagahorishinden,District_Nagatori,District_Nakahara,District_Nakajima,District_Nakajimashinden,District_Nanokaichi,District_Nanokaichishinden,District_Negoya,District_Oishi,District_Okura,District_Oritatematashinden,District_Osawa,District_Oshirakawa,District_Otochiyama,District_Oura,District_Ryuko,District_Sanashi,District_Shibukawa,District_Shimbo,District_Shimoda,District_Shimojima,District_Shimooritate,District_Shitagura,District_Sugawa,District_Suhara,District_Tado,District_Tanaka,District_Tokuda,District_Tookamachi,District_Uonoji,District_Wanagashima,District_Yokkamachi,District_Yoshida,Nearest_Station_Echigohirose,Nearest_Station_Echigohorinouchi,Nearest_Station_Echigosuhara,Nearest_Station_Irihirose,Nearest_Station_Kamijo (Niigata),Nearest_Station_Kitahorinouchi,Nearest_Station_Koide,Nearest_Station_Oshirakawa,Nearest_Station_Uonumatanaka,Nearest_Station_Yabukami,Nearest_Station_Yairo,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
