,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Yamaguchi Prefecture,Municipality_Hofu City,District_Chuocho,District_Ebisumachi,District_Ekiminamimachi,District_Hachioji,District_Hanagichuo,District_Hanazonocho,District_Higashimatsuzakicho,District_Higashimitajiri,District_Higashiniiryocho,District_Imaichicho,District_Imojicho,District_Isaecho,District_Ishigaguchi,District_Iwabatake,District_Izumicho,District_Jirikicho,District_Jiyuugaoka,District_Kaho,District_Kaide,District_Kaidehommachi,District_Kaidenishimachi,District_Kamitenjimmachi,District_Katsuma,District_Keigomachi,District_Kishizu,District_Kokubunjicho,District_Kokuga,District_Kosobara,District_Kurumazukacho,District_Kuwanoyama,District_Matsubaracho,District_Matsuzakicho,District_Midorimachi,District_Minamimatsuzakicho,District_Mitajiri,District_Miwacho,District_Motobashicho,District_Mureimajuku,District_Mureyanagi,District_Nakaizumicho,District_Nakanishi,District_Niiryocho,District_Nishiniiryo,District_Oaza Daido,District_Oaza Edomari,District_Oaza Hamakata,District_Oaza Higashisabarei,District_Oaza Isae,District_Oaza Kamimigita,District_Oaza Mukoshima,District_Oaza Mure,District_Oaza Niiryo,District_Oaza Nishinoura,District_Oaza Osaki,District_Oaza Sano,District_Oaza Shimomigita,District_Oaza Shinden,District_Oaza Tajima,District_Oaza Takai,District_Oaza Tonomi,District_Oaza Uematsu,District_Ochayamachi,District_Okamuracho,District_Okiimajuku,District_Saba,District_Sakaemachi,District_Sebatocho,District_Sennichi,District_Shikiyamacho,District_Shimbashicho,District_Shimizucho,District_Shinden,District_Sonan,District_Soshacho,District_Sugai,District_Takakura,District_Tatara,District_Tenjin,Nearest_Station_Daido,Nearest_Station_Hofu,Nearest_Station_Tonomi,Nearest_Station_Yudaonsen,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
