,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Niigata Prefecture,Municipality_Kamo City,District_Akatani,District_Akifusa,District_Aomicho,District_Asahicho,District_Banden,District_Daigocho,District_Gobancho,District_Honcho,District_Ishikawa,District_Jingamine,District_Jojo,District_Kamimachi,District_Kobashi,District_Kokucho,District_Kotobukicho,District_Matsusakacho,District_Minagawa,District_Miyakogaoka,District_Nakamachi,District_Oaza Gejo,District_Oaza Gotanda,District_Oaza Kamoshinden,District_Oaza Sebaguchi,District_Oaza Unomori,District_Oaza Urasuda,District_Okanomachi,District_Saiwaicho,District_Sakaecho,District_Sengari,District_Shibano,District_Shimmachi,District_Shimmeicho,District_Shin-eicho,District_Takasucho,District_Wakamiyacho,District_Yanagicho,District_Yatate,District_Yawata,District_Yokoe,Nearest_Station_Hanyuda,Nearest_Station_Kamo (Niigata),City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings in which auction or arbiter participates",Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
