,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kagoshima Prefecture,Municipality_Satsumasendai City,District_Amatatsucho,District_Aoyamacho,District_Chugo,District_Chugocho,District_Daiocho,District_Godaicho,District_Goryoshitacho,District_Hananokicho,District_Haradacho,District_Higashikaimoncho,District_Higashimukodacho,District_Higashioshojicho,District_Hirasacho,District_Hiwakichoichihino,District_Hiwakichotonohara,District_Hiyamizucho,District_Irikichosoeda,District_Irikichouranomyo,District_Jokamicho,District_Kachimecho,District_Kamisendaicho,District_Kokubunjicho,District_Kumanojocho,District_Minatocho,District_Miyakocho,District_Miyauchicho,District_Miyazakicho,District_Miyazatocho,District_Mizuhikicho,District_Momotsugicho,District_Mukodacho,District_Mukodahommachi,District_Nagatoshicho,District_Nakafukuracho,District_Nakamuracho,District_Nishikaimoncho,District_Nishimukodacho,District_Ojiroecho,District_Oshojicho,District_Shirawacho,District_Takaecho,District_Takicho,District_Tasakicho,District_Taumicho,District_Togochoonofuchi,District_Torioicho,District_Wakabacho,District_Wakamatsucho,District_Yaguracho,District_Yamanokuchicho,District_Yokobabacho,District_Yozeicho,District_Yudacho,District_Yunoshimacho,Nearest_Station_Kamisendai,Nearest_Station_Kobanchaya,Nearest_Station_Kumanojo,Nearest_Station_Kusamichi,Nearest_Station_None,Nearest_Station_Satsumataki,Nearest_Station_Sendai (Kagoshima),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
