,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Toyama Prefecture,Municipality_Toyama City,District_Akebonocho,District_Chitosemachi,District_Chuodori,District_Futakuchimachi,District_Gobammachi,District_Gofuku,District_Hasumachi,District_Higashidenjigatamachi,District_Higashinakanomachi,District_Hinodemachi,District_Hisakatacho,District_Hiyodorijima,District_Horikawakoizumicho,District_Horikawamachi,District_Ichibammachi,District_Imaizumi,District_Imaizumiseibumachi,District_Inarimotomachi,District_Ishigane,District_Ishikuramachi,District_Isobemachi,District_Izumicho,District_Jinzuumachi,District_Jogawara,District_Johokumachi,District_Kakeomachi,District_Kamiakaemachi,District_Koizumicho,District_Kojimacho,District_Kubomotomachi,District_Kuboshimmachi,District_Kurosekitamachi,District_Marunouchi,District_Meirincho,District_Minamidamachi,District_Mukogawaramachi,District_Muromachidoori,District_Nagaehommachi,District_Nakajima,District_Nezukamachi,District_Nishiaimoncho,District_Nishidenjigatamachi,District_Nishimiya,District_Nishinakanomachi,District_Nunosemachiminami,District_Oizumihigashimachi,District_Oizumihommachi,District_Okuimachi,District_Omachi,District_Sakaemachi,District_Sakuramachi,District_Sambammachi,District_Sengokumachi,District_Shimizumachi,District_Shimoshimmachi,District_Shinnezukamachi,District_Shinsakuramachi,District_Shiroganecho,District_Sogawa,District_Takaramachi,District_Taromarunishimachi,District_Toiyamachi,District_Tsutsumichodoori,District_Ushijimacho,District_Ushijimashimmachi,District_Yamamuro,District_Yanagimachi,District_Yasunoyacho,Nearest_Station_Asanamachi,Nearest_Station_Daigakumae (Toyama),Nearest_Station_Etchunakajima,Nearest_Station_Fujikoshi,Nearest_Station_Hasumachi,Nearest_Station_Higashiiwase,Nearest_Station_Higashishinjo,Nearest_Station_Inarimachi (Toyama),Nearest_Station_Jogawara,Nearest_Station_Kamihonmachi (Toyama),Nearest_Station_Minamitoyama,Nearest_Station_Nishitoyama,Nearest_Station_Oizumi (Toyama),Nearest_Station_Okudachugakkomae,Nearest_Station_Shimookui,Nearest_Station_Toyama,Nearest_Station_Toyotatoyopethonshamae,Nearest_Station_Yasunoya,Layout_1DK,Layout_1K,Layout_1LDK,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
