,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,"Municipality_Isogo Ward,Yokohama City",District_Babacho,District_Haramachi,District_Higashicho,District_Hirochicho,District_Hisakicho,District_Hitorizawacho,District_Isogo,District_Isogodai,District_Kamicho,District_Kaminakazatocho,District_Kuriki,District_Maruyama,District_Minecho,District_Mori,District_Morigaoka,District_Nakahamacho,District_Nakahara,District_Nishicho,District_Okamura,District_Sakashitacho,District_Shimocho,District_Shin-isogocho,District_Sugita,District_Sugitatsubonomi,District_Takigashira,District_Tanaka,District_Yokodai,Nearest_Station_Byobugaura,Nearest_Station_Gumyoji (Keikyu),Nearest_Station_Gumyoji (Yokohamashiei),Nearest_Station_Isogo,Nearest_Station_Kamiooka,Nearest_Station_Keikyutomioka,Nearest_Station_Konanchuo,Nearest_Station_Konandai,Nearest_Station_Maita,Nearest_Station_Mutsuura,Nearest_Station_Negishi (Kanagawa),Nearest_Station_Nokendai,Nearest_Station_Shinsugita,Nearest_Station_Sugita (Kanagawa),Nearest_Station_Yokodai,Nearest_Station_Yoshinocho,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
