,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,Municipality_Hanno City,District_Akanedai,District_Azumacho,District_Hachimancho,District_Honcho,District_Inaricho,District_Midoricho,District_Minamimachi,District_Misugidai,District_Nagatadai,District_Nakamachi,District_Oaza Akazawa,District_Oaza Aoki,District_Oaza Ashikariba,District_Oaza Azu,District_Oaza Hanno,District_Oaza Haramachi,District_Oaza Hiramatsu,District_Oaza Hiratto,District_Oaza Inoue,District_Oaza Iwabuchi,District_Oaza Iwasawa,District_Oaza Kamiakadakumi,District_Oaza Kaminaguri,District_Oaza Karatake,District_Oaza Karo,District_Oaza Kasanui,District_Oaza Kawadera,District_Oaza Kitagawa,District_Oaza Koiwai,District_Oaza Kokubo,District_Oaza Kosedo,District_Oaza Kuge,District_Oaza Maeganuki,District_Oaza Minami,District_Oaza Minamikawa,District_Oaza Miyazawa,District_Oaza Nagata,District_Oaza Nakai,District_Oaza Nakatoshimogo,District_Oaza Nakayama,District_Oaza Namiyanagi,District_Oaza Ochiai,District_Oaza Okawara,District_Oaza Sakaishi,District_Oaza Sakaishimachibun,District_Oaza Sakamoto,District_Oaza Shimoakadakumi,District_Oaza Shimohata,District_Oaza Shimonaotake,District_Oaza Shinko,District_Oaza Yaoroshi,District_Sakaecho,District_Shimmachi,District_Soyacho,District_Yamatecho,District_Yanagicho,Nearest_Station_Agano,Nearest_Station_Hanno,Nearest_Station_Higashiagano,Nearest_Station_Higashihanno,Nearest_Station_Irumashi,Nearest_Station_Koma,Nearest_Station_Komagawa,Nearest_Station_Motokaji,Nearest_Station_Nishiagano,Nearest_Station_Shomaru,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Outside City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
