,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Gunma Prefecture,Municipality_Maebashi City,District_Amagawabaramachi,District_Amagawaoshimamachi,District_Bunkyocho,District_Chiyodamachi,District_Furuichimachi,District_Heiwamachi,District_Hiyoshicho,District_Hommachi,District_Iwagamimachi,District_Jotomachi,District_Kamikoidemachi,District_Koaigimachi,District_Kokuryomachi,District_Mikawacho,District_Minamicho,District_Mitsumatamachi,District_Motosojamachi,District_Nishikatakaimachi,District_Nonakamachi,District_Odomomachi,District_Omotecho,District_Otemachi,District_Owatarimachi,District_Rokkumachi,District_Shimmaebashimachi,District_Shimoishikuramachi,District_Shimokoidemachi,District_Showamachi,District_Sumiyoshicho,District_Wakamiyacho,Nearest_Station_Chuomaebashi,Nearest_Station_Gunmasoja,Nearest_Station_Joto,Nearest_Station_Katakai,Nearest_Station_Maebashi,Nearest_Station_Maebashioshima,Nearest_Station_Mitsumata,Nearest_Station_Shinmaebashi,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
