,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Toyama Prefecture,Municipality_Kurobe City,District_Aramachi,District_Aramata,District_Doda,District_Furumido,District_Hamaishida,District_Horikiri,District_Horikirishin,District_Horitaka,District_Iizawa,District_Ikuji,District_Inuyama,District_Ishida,District_Ishidashin,District_Kanaya,District_Kichijoji,District_Kitashin,District_Kutsukake,District_Maezawa,District_Mikkaichi,District_Nakajin,District_Nakano,District_Nakashin,District_Ogyu,District_Oka,District_Rokuten,District_Shimmachi,District_Shimmakino,District_Shinten,District_Taieno,District_Taieshin,District_Tateno,District_Tenjinshin,District_Ueki,District_Unazukimachiaimotoshin,District_Unazukimachioritate,District_Unazukimachiuchiyama,District_Unazukimachiurayama,District_Unazukionsen,District_Wakaguri,District_Yamada,District_Yoshida,Nearest_Station_Aimoto,Nearest_Station_Dentetsuishida,Nearest_Station_Dentetsukurobe,Nearest_Station_Higashimikkaichi,Nearest_Station_Ikuji,Nearest_Station_Kurobe,Nearest_Station_Kyoden,Nearest_Station_Nagaya,Nearest_Station_Ogyu,Nearest_Station_Oritate,Nearest_Station_Oritateguchi,Nearest_Station_Otozawa,Nearest_Station_Shitayama,Nearest_Station_Tochiya,Nearest_Station_Unazukionsen,Nearest_Station_Urayama,Nearest_Station_Wakaguri,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
