,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Shizuoka Prefecture,"Municipality_Aoi Ward,Shizuoka City",District_Abecho,District_Agetsuchi,District_Aioicho,District_Ando,District_Anzai,District_Azumacho,District_Babancho,District_Chiyoda,District_Furusho,District_Gofukucho,District_Hachibancho,District_Heiwa,District_Higashichiyoda,District_Higashisenacho,District_Higashishizuoka,District_Higashitakajomachi,District_Hinodecho,District_Hontoori,District_Ichibancho,District_Kamiashiarai,District_Karase,District_Kasuga,District_Kasugacho,District_Kawai,District_Kawanabecho,District_Kitaando,District_Kitabancho,District_Komagatadoori,District_Kutsunoya,District_Midoricho,District_Minamiabe,District_Miyagasakicho,District_Miyukicho,District_Naganuma,District_Nibancho,District_Nishichiyodacho,District_Oiwa,District_Oiwacho,District_Oiwamiyashitacho,District_Otamachi,District_Otemachi,District_Otowacho,District_Ryogaecho,District_Ryunan,District_Saiwaicho,District_Sambancho,District_Sena,District_Senachuo,District_Senagawa,District_Sendai,District_Shichikencho,District_Shimmeicho,District_Shintemma,District_Shintoori,District_Showacho,District_Suidocho,District_Takajo,District_Takemi,District_Temmacho,District_Tennocho,District_Tokiwacho,District_Umeyacho,District_Yakatamachi,District_Yanagicho,District_Yoichi,District_Yokouchicho,District_Yoshinocho,District_Yunoki,Nearest_Station_Fujieda,Nearest_Station_Furusho,Nearest_Station_Higashishizuoka,Nearest_Station_Hiyoshicho,Nearest_Station_Kasugacho,Nearest_Station_Kusanagi (JR),Nearest_Station_Naganuma (Shizuoka),Nearest_Station_Nishiyaizu,Nearest_Station_Otowacho,Nearest_Station_Shinkanbara,Nearest_Station_Shinshizuoka,Nearest_Station_Shizuoka,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
