,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saga Prefecture,Municipality_Kanzaki City,District_Chiyodachoane,District_Chiyodachokano,District_Chiyodachonaotori,District_Chiyodachosakaibaru,District_Chiyodachosakimura,District_Chiyodachoshimosai,District_Chiyodachowataze,District_Chiyodachoyosaku,District_Kanzakimachianegawa,District_Kanzakimachiedagari,District_Kanzakimachijobaru,District_Kanzakimachikanzaki,District_Kanzakimachimotohori,District_Kanzakimachimotoorimuta,District_Kanzakimachinagauta,District_Kanzakimachinishiozugari,District_Kanzakimachiosaki,District_Kanzakimachishiwaya,District_Kanzakimachitake,District_Kanzakimachitamichigari,District_Kanzakimachitsuru,District_Kanzakimachiyokotake,Nearest_Station_Igaya,Nearest_Station_Kanzaki,Nearest_Station_Yoshinogarikoen,City Planning_Non-divided City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
