,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Toyama Prefecture,"Municipality_Tateyama Town,Nakaniikawa County",District_Chigaki,District_Dogenji,District_Doshin,District_Esaki,District_Fukuta,District_Futatsuzuka,District_Gohyakukoku,District_Goromaru,District_Himata,District_Hokonoki,District_Ishizaka,District_Iwakuraji,District_Izumi,District_Kakinokizawa,District_Kamikaihotsu,District_Kuramotoshin,District_Maezawa,District_Maezawachuomachi,District_Maezawashimmachi,District_Mukaishinjo,District_Nishiashihara,District_Nishiomori,District_Nitchu,District_Nomachi,District_Nukita,District_Oishihara,District_Okubo,District_Okubobiraki,District_Onagawashin,District_Oshozu,District_Rita,District_Sakaizawa,District_Shiraiwa,District_Shitadan,District_Suesanga,District_Takaharayatsuya,District_Takebayashi,District_Tazoe,District_Terada,District_Teradakotobukicho,District_Urada,District_Wakabayashi,District_Yonemichi,District_Yonezawa,District_Yoshiminenobiraki,Nearest_Station_Chigaki,Nearest_Station_Chigozuka,Nearest_Station_Enokimachi,Nearest_Station_Etchuizumi,Nearest_Station_Etchusango,Nearest_Station_Gohyakkoku,Nearest_Station_Iwakuraji,Nearest_Station_Kamagafuchi,Nearest_Station_Sawanakayama,Nearest_Station_Shitadan,Nearest_Station_Tazoe,Nearest_Station_Terada (Toyama),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
