,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hokkaido,Prefecture_Yamanashi Prefecture,Municipality_Hokuto City,District_Chuo,District_Daikugawa,District_Higashihama,District_Higashimae,District_Honcho,District_Hongo,District_Ichinowatari,District_Inari,District_Kaihatsu,District_Kiyokawa,District_Kobuchisawachokamisasao,District_Koendori,District_Kunebetsu,District_Mizunashi,District_Mukaino,District_Murauchi,District_Nagasakachokoarama,District_Nakanodoori,District_Nanaehama,District_Oiwake,District_Oizumichonishiide,District_Oshiage,District_Sakuratai,District_Shimizukawa,District_Showa,District_Takanechokiyosato,District_Taniyoshi,District_Tokiwa,District_Tomigawa,Nearest_Station_Higashikunebetsu,Nearest_Station_Kaikoizumi,Nearest_Station_Kamaya,Nearest_Station_Kamiiso,Nearest_Station_Kikyo,Nearest_Station_Kiyokawaguchi,Nearest_Station_Kiyosato,Nearest_Station_Kunebetsu,Nearest_Station_Nanae,Nearest_Station_Nanaehama,Nearest_Station_Onakayama,Nearest_Station_Shin-Hakodate-Hokuto,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
