,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,Municipality_Minamiashigara City,District_Amatsubo,District_Daiyuucho,District_Fukusen,District_Hiromachi,District_Iizawa,District_Ikoma,District_Iwahara,District_Kano,District_Karino,District_Komagatashinshuku,District_Kosaiji,District_Madarame,District_Mamashita,District_Mitake,District_Mukaida,District_Nakanuma,District_Nuda,District_Numata,District_Sekimoto,District_Senzushima,District_Takematsu,District_Tsukahara,District_Uchiyama,District_Wadagahara,Nearest_Station_Daiyuzan,Nearest_Station_Fuji Film Mae,Nearest_Station_Iidaoka,Nearest_Station_Iwahara,Nearest_Station_Kaisei,Nearest_Station_Sagaminumata,Nearest_Station_Tsukahara,Nearest_Station_Wadagahara,Nearest_Station_Yamakita,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
