,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Niigata Prefecture,Municipality_Murakami City,District_Asahinakano,District_Ebie,District_Fujisawa,District_Furutoro,District_Gakkocho,District_Hagae,District_Haguroguchi,District_Haguromachi,District_Hamashinden,District_Hayakawa,District_Hirabayashi,District_Horikata,District_Iino,District_Iinonishi,District_Iinosakuragaoka,District_Iioka,District_Imajuku,District_Imoji,District_Ishiwara,District_Iwafunegangenjimachi,District_Iwafunejizomachi,District_Iwafunekamiomachi,District_Iwafunekitahamamachi,District_Iwafunemikkaichi,District_Iwafunenakashimmachi,District_Iwafuneshimohamamachi,District_Iwafuneshimoomachi,District_Iwafunetateshimmachi,District_Iwasawa,District_Izumimachi,District_Kagamachi,District_Kaitsuke,District_Kajimachi,District_Kamikajiya,District_Kamisukebuchi,District_Kammachi,District_Kanaya,District_Kashio,District_Katamachi,District_Kitashimbo,District_Kitta,District_Komachi,District_Kubotamachi,District_Kumato,District_Kusaka,District_Matsubaracho,District_Matsukiwa,District_Matsuyama,District_Midorimachi,District_Minamimachi,District_Minamishimbo,District_Momokawa,District_Murakami,District_Nagaimachi,District_Nanaminato,District_Ninocho,District_Ogaki,District_Ogawa,District_Omachi,District_Osudo,District_Otsu,District_Saberi,District_Saiwaicho,District_Sakamachi,District_Sakanamachi,District_Sankyomachi,District_Sarusawa,District_Sasaki,District_Senamikammachi,District_Senaminakamachi,District_Senamionsen,District_Senamishindemmachi,District_Shimmachi,District_Shimoaikawa,District_Shimokajiya,District_Shimosukebuchi,District_Shiomachi,District_Shionomachi,District_Shioya,District_Shonaimachi,District_Sugiwara,District_Tabatamachi,District_Takamido,District_Takinomae,District_Tenjinoka,District_Tonooka,District_Ushiya,District_Wakabacho,District_Waseda,District_Yamada,District_Yamaguchi,District_Yokaichi,District_Yokkaichi,Nearest_Station_Echigohayakawa,Nearest_Station_Hirabayashi,Nearest_Station_Iwafunemachi,Nearest_Station_Majima,Nearest_Station_Murakami (Niigata),Nearest_Station_Sakamachi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
