,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Osaka Prefecture,"Municipality_Miyakojima Ward,Osaka City",District_Amijimacho,District_Daitocho,District_Higashinodamachi,District_Katamachi,District_Kemacho,District_Miyakojimahondoori,District_Miyakojimakitadoori,District_Miyakojimaminamidoori,District_Miyakojimanakadoori,District_Miyukicho,District_Nakanocho,District_Takakuracho,District_Tomobuchicho,District_Uchindaicho,District_Zengenjicho,Nearest_Station_Kyobashi (Osaka),Nearest_Station_Midoribashi,Nearest_Station_Miyakojima,Nearest_Station_Morinomiya,Nearest_Station_Noeuchindai,Nearest_Station_None,Nearest_Station_Osaka Business Park,Nearest_Station_Osakajokitazume,Nearest_Station_Sakuranomiya,Nearest_Station_Sekimetakadono,Nearest_Station_Shirokitakoendori,Nearest_Station_Tenjinbashisuji 6-chome,Layout_1DK,Layout_1DK+S,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3DK+S,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4L,Layout_4LDK,Layout_5LDK,Layout_Duplex,Layout_Open Floor,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings of real estate that includes wound etc.",Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
