,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kanagawa Prefecture,Municipality_Fujisawa City,District_Asahicho,District_Chogo,District_Daigiri,District_Endo,District_Engyo,District_Fujigaoka,District_Fujisawa,District_Hananoki,District_Hatori,District_Honcho,District_Honfujisawa,District_Honkugenuma,District_Inari,District_Ishikawa,District_Jonan,District_Kameino,District_Karasawa,District_Katase,District_Katasekaigan,District_Kawana,District_Kotsuka,District_Kugenuma,District_Kugenumafujigaya,District_Kugenumahanazawacho,District_Kugenumahigashi,District_Kugenumaishigami,District_Kugenumakaigan,District_Kugenumamatsugaoka,District_Kugenumasakuragaoka,District_Kugenumashimmei,District_Kugenumatachibana,District_Kuzuhara,District_Minamifujisawa,District_Mirokuji,District_Misonodai,District_Nishitomi,District_Oba,District_Shimotsuchidana,District_Shirahata,District_Shobuzawa,District_Shonandai,District_Takakura,District_Takaya,District_Tateishi,District_Tsuchidana,District_Tsujido,District_Tsujidohigashikaigan,District_Tsujidokandai,District_Tsujidomotomachi,District_Tsujidonishikaigan,District_Tsujidoshimmachi,District_Tsujidotaiheidai,District_Watauchi,District_Zengyo,District_Zengyozaka,Nearest_Station_Chogo,Nearest_Station_Enoshima,Nearest_Station_Fujisawa,Nearest_Station_Fujisawahonmachi,Nearest_Station_Hase (Kanagawa),Nearest_Station_Honkugenuma,Nearest_Station_Ishigami,Nearest_Station_Kamakura,Nearest_Station_Kataseenoshima,Nearest_Station_Kozashibuya,Nearest_Station_Kugenuma,Nearest_Station_Kugenumakaigan,Nearest_Station_Mutsuainichidaimae,Nearest_Station_Ofuna,Nearest_Station_Shonandai,Nearest_Station_Shonanenoshima,Nearest_Station_Shonankaigankoen,Nearest_Station_Tsujido,Nearest_Station_Yanagikoji,Nearest_Station_Zengyo,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_3LK,Layout_4DK,Layout_4K,Layout_4LDK,Layout_4LDK+S,Layout_5DK,Layout_Studio Apartment,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
