,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hokkaido,"Municipality_Higashi Ward,Sapporo City",District_Fushiko1jo,District_Fushiko2jo,District_Fushiko3jo,District_Fushiko4jo,District_Fushiko6jo,District_Fushiko8jo,District_Fushiko9jo,District_Higashinaebo4jo,District_Higashinaebo5jo,District_Higashinaebo6jo,District_Honcho1jo,District_Honcho2jo,District_Kita10johigashi,District_Kita11johigashi,District_Kita12johigashi,District_Kita13johigashi,District_Kita14johigashi,District_Kita15johigashi,District_Kita16johigashi,District_Kita17johigashi,District_Kita18johigashi,District_Kita19johigashi,District_Kita20johigashi,District_Kita21johigashi,District_Kita22johigashi,District_Kita23johigashi,District_Kita24johigashi,District_Kita25johigashi,District_Kita26johigashi,District_Kita27johigashi,District_Kita28johigashi,District_Kita30johigashi,District_Kita31johigashi,District_Kita32johigashi,District_Kita33johigashi,District_Kita34johigashi,District_Kita35johigashi,District_Kita36johigashi,District_Kita37johigashi,District_Kita38johigashi,District_Kita39johigashi,District_Kita40johigashi,District_Kita41johigashi,District_Kita42johigashi,District_Kita43johigashi,District_Kita44johigashi,District_Kita46johigashi,District_Kita47johigashi,District_Kita4johigashi,District_Kita5johigashi,District_Kita6johigashi,District_Kita7johigashi,District_Kita8johigashi,District_Kita9johigashi,District_Naebocho,Nearest_Station_Asabu,Nearest_Station_Higashikuyakushomae,Nearest_Station_Kanjodorihigashi,Nearest_Station_Kita 13-jo Higashi,Nearest_Station_Kita 18-jo,Nearest_Station_Kita 24-jo,Nearest_Station_Kita 34-jo,Nearest_Station_Motomachi (Sapporo),Nearest_Station_Naebo,Nearest_Station_Sakaemachi (Sapporo),Nearest_Station_Sapporo (JR),Nearest_Station_Sapporo (Sapporoshiei),Nearest_Station_Shindohigashi,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,Layout_5LDK,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
