,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hokkaido,Municipality_Hakodate City,District_Aoyagicho,District_Bandaicho,District_Bentencho,District_Chitosecho,District_Chiyogadaicho,District_Fukaboricho,District_Funamicho,District_Goryokakucho,District_Hiyoshicho,District_Honcho,District_Hondoori,District_Kaigancho,District_Kamiyama,District_Kashiwagicho,District_Kawaharacho,District_Kitamihara,District_Komabacho,District_Matobacho,District_Matsukagecho,District_Mihara,District_Minatocho,District_Miyamaecho,District_Motomachi,District_Nakajimacho,District_Nakamichi,District_Okawacho,District_Omoricho,District_Otemachi,District_Shinonomecho,District_Suehirocho,District_Suginamicho,District_Tokitocho,District_Tomiokacho,District_Ugauracho,District_Wakamatsucho,District_Yanagawacho,District_Yoshikawacho,District_Yunohamacho,District_Yunokawacho,Nearest_Station_Aoyagicho,Nearest_Station_Chiyogadai,Nearest_Station_Chuobyoinmae,Nearest_Station_Fukaboricho,Nearest_Station_Goryokaku,Nearest_Station_Goryokakukoenmae,Nearest_Station_Hakodate,Nearest_Station_Hakodate Dock Mae,Nearest_Station_Hakodate-arena-mae,Nearest_Station_Hakodateekimae,Nearest_Station_Horikawacho,Nearest_Station_Jujigai,Nearest_Station_Keibajomae (Hakodate),Nearest_Station_Matsukazecho,Nearest_Station_Nanaehama,Nearest_Station_None,Nearest_Station_Omachi (Hokkaido),Nearest_Station_Shinkawacho (Hakodate),Nearest_Station_Shiyakushomae (Hakodate),Nearest_Station_Suehirocho (Hakodate),Nearest_Station_Suginamicho,Nearest_Station_Yunokawa,Nearest_Station_Yunokawaonsen,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LK,Layout_3LDK,Layout_4DK,Layout_4LDK,Layout_4LDK+S,Layout_5LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
