,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Miyazaki Prefecture,Municipality_Hyuga City,District_Daiocho,District_Eracho,District_Fudoji,District_Geiyoen,District_Hamamachi,District_Haramachi,District_Haruharacho,District_Hiracho,District_Hiranocho,District_Hommachi,District_Isegahama,District_Kajikicho,District_Kamezaki,District_Kamezakihigashi,District_Kamezakinishi,District_Kitamachi,District_Mimitsumachi,District_Minamimachi,District_Mukaecho,District_Nagaecho,District_Nakahoricho,District_Oaza Hichiya,District_Oaza Hiraiwa,District_Oaza Hososhima,District_Oaza Shiomi,District_Oaza Tomitaka,District_Oaza Zaikoji,District_Oaza Zaikojiokancho,District_Oaza Zaikojiokimachi,District_Shinseicho,District_Sonecho,District_Takasagocho,District_Takeshimacho,District_Tsurumachi,District_Uemachi,District_Yamatecho,Nearest_Station_Hyugashi,Nearest_Station_Kadogawa,Nearest_Station_Mainamihyuga,Nearest_Station_Mimitsu,Nearest_Station_Zaikoji,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
