,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tottori Prefecture,Municipality_Kurayoshi City,District_Agei,District_Ageicho,District_Aoimachi,District_Babacho,District_Dakyojicho,District_Endanicho,District_Etchumachi,District_Fukuba,District_Fukubacho,District_Fukudomi,District_Fukumoricho,District_Fukuyama,District_Fukuyoshicho,District_Funioka,District_Furukawasawa,District_Hachimancho,District_Higashigamoshimmachi,District_Higashiiwakicho,District_Higashimachi,District_Higashinakamachi,District_Higashishowamachi,District_Idebata,District_Igi,District_Ikuta,District_Ishizuka,District_Iwaki,District_Kahokucho,District_Kaidaminamimachi,District_Kaidanishimachi,District_Kajimachi,District_Kamifukuda,District_Kamifurukawa,District_Kamiyodo,District_Kamogawacho,District_Kamogochi,District_Kawaramachi,District_Kitano,District_Koda,District_Koshidonocho,District_Maruyamacho,District_Meijimachi,District_Midorimachi,District_Minamishowamachi,District_Minatomachi,District_Miyagawacho,District_Nagasakashimmachi,District_Nakae,District_Nakagawara,District_Nakanocho,District_Nijigaokacho,District_Nishifukumoricho,District_Nishiiwakuramachi,District_Nishikurayoshicho,District_Nishinakamachi,District_Ogamo,District_Ohara,District_Otanijaya,District_Saiwaicho,District_Sakaemachi,District_Seidanicho,District_Sekiganechoodorii,District_Sekiganechosekiganeshuku,District_Sesakimachi,District_Shimmachi,District_Shimofukuda,District_Shimofurukawa,District_Shimooe,District_Shimotanakacho,District_Shimoyodo,District_Shimoyonazumi,District_Shinden,District_Showamachi,District_Shuki,District_Sumiyoshicho,District_Wada,District_Yamane,District_Yatsuya,District_Yokota,District_Yonedacho,Nearest_Station_Kurayoshi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
