,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Miyazaki Prefecture,Municipality_Saito City,District_Ariyoshicho,District_Asahi,District_Chuocho,District_Kamimachi,District_Mifunecho,District_Migimatsu,District_Nakazuma,District_Oaza Dojimaru,District_Oaza Kanoda,District_Oaza Kiyomizu,District_Oaza Migimatsu,District_Oaza Minamikata,District_Oaza Miyake,District_Oaza Toda,District_Oaza Tsukidono,District_Oaza Tsuma,District_Onozaki,District_Sakuragawacho,District_Seiryocho,District_Shimmachi,District_Shimozuma,District_Tsumacho,Nearest_Station_Hyugashintomi,Nearest_Station_None,Nearest_Station_Sadowara,Nearest_Station_Takanabe,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
