,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokyo,Municipality_Shinagawa Ward,District_Ebara,District_Futaba,District_Hatanodai,District_Higashigotanda,District_Higashinakanobu,District_Higashioi,District_Higashishinagawa,District_Hiratsuka,District_Kamiosaki,District_Katsushima,District_Kitashinagawa,District_Koyama,District_Koyamadai,District_Minamioi,District_Minamishinagawa,District_Nakanobu,District_Nishigotanda,District_Nishinakanobu,District_Nishioi,District_Nishishinagawa,District_Oi,District_Osaki,District_Togoshi,District_Yutakacho,Nearest_Station_Aomonoyokocho,Nearest_Station_Ebaramachi,Nearest_Station_Ebaranakanobu,Nearest_Station_Ebisu,Nearest_Station_Fudomae,Nearest_Station_Gotanda,Nearest_Station_Hatanodai,Nearest_Station_Kitasenzoku,Nearest_Station_Kitashinagawa,Nearest_Station_Magome,Nearest_Station_Meguro,Nearest_Station_Musashikoyama,Nearest_Station_Nagahara (Tokyo),Nearest_Station_Nakanobu,Nearest_Station_Nishikoyama,Nearest_Station_Nishioi,Nearest_Station_Oikeibajomae,Nearest_Station_Oimachi,Nearest_Station_Omori (Tokyo),Nearest_Station_Omorikaigan,Nearest_Station_Osaki,Nearest_Station_Osakihirokoji,Nearest_Station_Samezu,Nearest_Station_Senzoku,Nearest_Station_Shimoshinmei,Nearest_Station_Shinagawa,Nearest_Station_Shinbanba,Nearest_Station_Shirokanedai,Nearest_Station_Shirokanetakanawa,Nearest_Station_Tachiaigawa,Nearest_Station_Takanawadai,Nearest_Station_Tennozu Isle,Nearest_Station_Togoshi,Nearest_Station_Togoshiginza,Nearest_Station_Togoshikoen,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
