,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saga Prefecture,Municipality_Tosu City,District_Akibamachi,District_Asahishimmachi,District_Doimachi,District_Ejimamachi,District_Fujinokimachi,District_Furunomachi,District_Fuzuharamachi,District_Gitokumachi,District_Harakogamachi,District_Harumachi,District_Higashimachi,District_Himekatamachi,District_Hiratamachi,District_Hommachi,District_Hondosumachi,District_Iidamachi,District_Imaizumimachi,District_Imamachi,District_Katodamachi,District_Kawachimachi,District_Kayakatamachi,District_Kogamachi,District_Konouemachi,District_Kuranoue,District_Kuranouemachi,District_Makimachi,District_Matsubaramachi,District_Motomachi,District_Muratamachi,District_Muratamachigotansambu,District_Nagayoshimachi,District_Nishidamachi,District_Saitsumachi,District_Sakainishimachi,District_Sakuragaokamachi,District_Sakuramachi,District_Shukumachi,District_Sonezakimachi,District_Tashirodaikammachi,District_Tashirohokamachi,District_Tashirohommachi,District_Tashiroshimmachi,District_Tashiroshomachi,District_Tateishimachi,District_Todorokimachi,District_Ushiwaramachi,District_Yabumachi,District_Yamatomachi,District_Yamauramachi,District_Yaritamachi,District_Yayoigaoka,District_Yubimachi,Nearest_Station_Hizen-asahi,Nearest_Station_Hizenfumoto,Nearest_Station_Keyakidai,Nearest_Station_Nakabaru,Nearest_Station_None,Nearest_Station_Shintosu,Nearest_Station_Tashiro,Nearest_Station_Tosu,Nearest_Station_Yayoigaoka,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
