,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hokkaido,"Municipality_Shimizu Town,Kamikawa County",District_Aza Shimizu,District_Hondoori,District_Hondoorinishi,District_Kita1jo,District_Kita1jonishi,District_Kita2jo,District_Kita2jonishi,District_Kita3jo,District_Kita4jonishi,District_Minami10jo,District_Minami1jo,District_Minami1jonishi,District_Minami2jo,District_Minami2jonishi,District_Minami3jo,District_Minami3jonishi,District_Minami4jo,District_Minami4jonishi,District_Minami7jo,District_Minami8jo,District_Minami9jo,Nearest_Station_Tokachishimizu,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
