,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hokkaido,"Municipality_Memuro Town,Kasai County",District_Higashi10jo,District_Higashi11jo,District_Higashi1jo,District_Higashi1jominami,District_Higashi2jo,District_Higashi2jominami,District_Higashi3jo,District_Higashi3jominami,District_Higashi4jo,District_Higashi5jo,District_Higashi6jo,District_Higashi7jo,District_Higashi8jo,District_Higashi9jo,District_Higashimemuro,District_Higashimemuro1jokita,District_Higashimemuro1jominami,District_Higashimemuro2jokita,District_Higashimemuro3jokita,District_Higashimemuro3jominami,District_Hondoori,District_Hondooriminami,District_Kitamemurokita,District_Nishi1jo,District_Nishi1jominami,District_Nishi2jo,District_Nishi2jominami,District_Nishi3jo,District_Nishi3jominami,District_Nishi4jo,District_Nishi5jo,District_Nishi6jo,District_Nishi7jo,District_Nishi8jo,District_Nishi9jo,Nearest_Station_Memuro,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
