,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Fukushima Prefecture,Municipality_Fukushima City,District_Asahicho,District_Banseicho,District_Chugencho,District_Fushiogami,District_Hamadacho,District_Hanazonocho,District_Higashichuo,District_Higashihamacho,District_Iizakamachi,District_Izumi,District_Jimbacho,District_Kamihamacho,District_Kasugacho,District_Kitagorouchimachi,District_Koshihamacho,District_Koyakawaharashita,District_Mariko,District_Matsunamicho,District_Mikawakitamachi,District_Mikawaminamimachi,District_Minamichuo,District_Minamimachi,District_Minamiyanome,District_Miyamachi,District_Miyashitacho,District_Moriai,District_Motomachi,District_Nagaikawa,District_Nakamachi,District_Nishichuo,District_Nodamachi,District_Oguracho,District_Otamachi,District_Sakaemachi,District_Satsukicho,District_Seimeicho,District_Shimmachi,District_Shinobuyama,District_Sonedacho,District_Sukawacho,District_Tenjincho,District_Toyodamachi,District_Uwamachi,District_Watari,Nearest_Station_Bijutsukantoshokanmae,Nearest_Station_Date,Nearest_Station_Fukushima (Fukushima),Nearest_Station_Iizakaonsen,Nearest_Station_Izumi (Fukushimakotsu),Nearest_Station_Minamifukushima,Nearest_Station_Sasakino,Nearest_Station_Sasaya,Nearest_Station_Soneda,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3K+S,Layout_3LDK,Layout_4DK,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
