,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukui Prefecture,Municipality_Echizen City,District_Ajimanocho,District_Awatabecho,District_Azumacho,District_Bandaicho,District_Bunkyo,District_Chuo,District_Fuchu,District_Fujimigaoka,District_Fukakusa,District_Hachiman,District_Haguricho,District_Heiwacho,District_Higashisempukucho,District_Higashishozakaicho,District_Himekawa,District_Hiraide,District_Hirosecho,District_Hisakacho,District_Hombocho,District_Honda,District_Horikawacho,District_Hoyamacho,District_Iehisacho,District_Ikeizumicho,District_Ikenokamicho,District_Inayosecho,District_Iwamotocho,District_Kamimakaracho,District_Kamiodacho,District_Kamiotsubocho,District_Kamishimecho,District_Kasuganocho,District_Katayacho,District_Kitacho,District_Kitago,District_Kitayamacho,District_Kokufu,District_Komatsu,District_Koyocho,District_Kudashicho,District_Kunitaka,District_Kyomachi,District_Matsumoricho,District_Minami,District_Mitsukuchicho,District_Motomachi,District_Murakuni,District_Myohojicho,District_Nagaocho,District_Nakahirabukicho,District_Nakatsuyamacho,District_Nawatecho,District_Nishikicho,District_Nogamicho,District_Nookacho,District_Nyunogocho,District_Oizucho,District_Omushicho,District_Omushihoncho,District_Oshida,District_Oshiocho,District_Otakicho,District_Otanicho,District_Saiwaicho,District_Sawacho,District_Sempukucho,District_Shibahara,District_Shimbo,District_Shimmeicho,District_Shimoodacho,District_Shimoshimecho,District_Shiromarucho,District_Shocho,District_Shodencho,District_Sugisakicho,District_Takagicho,District_Takamoricho,District_Takase,District_Takefuyanagicho,District_Tennocho,District_Tsukabaracho,District_Tsukacho,District_Tsukimicho,District_Tsunehisacho,District_Uryucho,District_Wakamatsucho,District_Wakatakecho,District_Yafunecho,District_Yahanashicho,District_Yokoichicho,District_Yokonecho,District_Yukimatsucho,District_Yutakacho,Nearest_Station_Iehisa,Nearest_Station_Kitago,Nearest_Station_Oshio,Nearest_Station_Sabae,Nearest_Station_Sports Kouen,Nearest_Station_Takefu,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
