,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Shizuoka Prefecture,"Municipality_Suruga Ward,Shizuoka City",District_Higashishizuoka,District_Hijiriisshiki,District_Ikeda,District_Inagawa,District_Ishida,District_Izumicho,District_Kamata,District_Kotobukicho,District_Kuniyoshida,District_Mabuchi,District_Magarikane,District_Marikoshinden,District_Midorigaokacho,District_Minamicho,District_Mise,District_Miyamotocho,District_Miyatake,District_Mizuho,District_Mochimune,District_Momozonocho,District_Morishitacho,District_Nakada,District_Nakahara,District_Nakajima,District_Nakayoshida,District_Nishinakahara,District_Nishiwaki,District_Oguro,District_Oshika,District_Satsukicho,District_Sekibe,District_Shimojima,District_Shimokawahara,District_Shinkawa,District_Takamatsu,District_Tegoshi,District_Toro,District_Toshinden,District_Toyoda,District_Tsushimacho,District_Yada,District_Yahata,District_Yamato,Nearest_Station_Abekawa,Nearest_Station_Fujieda,Nearest_Station_Higashishizuoka,Nearest_Station_Kasugacho,Nearest_Station_Kenritsubijutsukanmae,Nearest_Station_Kensogoundojo,Nearest_Station_Kusanagi (JR),Nearest_Station_Mochimune,Nearest_Station_Shizuoka,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_4DK,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
